item_id,meeting_id,action_type,vote_detected,project_matches,review_reason,item_text
1554,200,Resolution,True,,No location name/address matched,"Councilmember Boesch moved to adopt Resolution No. 2015-61, seconded by Councilmember Ribble, called and carried"
1555,200,Ordinance,True,,No location name/address matched,"Councilmember Brown moved to adopt Ordinance No. 2015-09, seconded by Councilmember Errington, called and carried"
1556,200,Resolution,True,,No location name/address matched,"Councilmember Errington moved to adopt Resolution No. 2015-62, seconded by Councilmember Ribble, called and carried"
1557,200,Resolution,True,,No location name/address matched,"Councilmember Ribble moved to adopt Resolution No. 2015-63, seconded by Councilmember Wilson, called and carried"
1558,200,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Councilmember Errington moved to approve first reading of Ordinance No. 2015-11, seconded by Councilmember Boesch, called and carried"
1559,200,Vote,True,,No location name/address matched,"Councilmember Ribble moved approval of the agenda, seconded by Councilmember Brown, called and carried"
1560,200,Vote,True,,No location name/address matched,"Councilmember Brown moved to adjourn the meeting, seconded by Councilmember Errington, called and carried"
1561,201,Discussion,False,,No location name/address matched,"No formal action recorded. 'Proclamation: Million Mile Movement (Councilmember Errington) Councilmember Errington provided an explanation on the background of the Million Mile Movement, stated that the purpose was to ask Estero residents to support and get involved, and read the proclamation to be presented to Sally Jackson from Lee Memorial Health System. Sally Jackson, Director of Community Relations, Lee Memorial Health System, spoke to the program, community engagement strategy, and the importance of daily activity. Ms. Jackson also extended appreciation to Mayor Batos and Don Eslick for their participation. Don Eslick offered information regarding the history of the group. Mayor Batos inquired whether Councilmembers had any objection to the proclamation; no objection was noted"
1562,201,Ordinance,False,,No location name/address matched,"No formal action recorded. Discussion: Establishing the Village of Estero False Alarm Ordinance (Village Manager) Village Manager Lombardi explained that, prior to incorporation, the residents were covered under the Lee County false alarm ordinance and noted that the Sheriffs office requested that Estero adopt their own ordinance. He also noted that all the other cities in Lee County had a similar ordinance. He indicated that first reading of the ordinance would be on the October 7, 2015 Council meeting agenda. Mayor Batos called for public comment and on one came forward"
1563,201,Discussion,False,,No location name/address matched,"No formal action recorded. Discussion: Village Council 2016 Meeting Schedule (Village Manager) Village Manager Lombardi provided suggested meeting dates for next year. Mayor Batos noted that the proposed schedule called for two meetings per month. Discussion ensued regarding allowing enough time for decision meetings; zoning hearings; vacation time and FLC conference attendance; daytime meetings rather than nighttime meetings; December meetings; the 7-day lead time for agenda preparation; and meeting every Wednesday, January through June. The meeting schedule would come back to Council at the September 23, 2015 special meeting. Village"
1564,201,Resolution,False,,No location name/address matched,"No formal action recorded. Discussion: Resolution Authorizing the Investment of Village Surplus Funds in the Local Government Trust Fund (Village Manager) Village Manager Lombardi explained that Florida Statute Ch. 218 required an investment policy for the Village's idol funds; there were certain types of investments that were permitted, one of which was the Local Government Surplus Trust Fund administered by the State of Florida. Discussion ensued and Mayor Batos requested that the Village Manager check into investing the funds with Sun Trust Bank. Mayor Batos called for public comment and no one came forward. (F) _ Discussion: Update on Enrollment in the National Flood Insurance Program and Participation in the Community Rating System (Mayor Batos and Village Attorney Saunders) Village Attorney Saunders noted that he presented information at yesterday's Council and there was nothing different than what he brough"
1565,201,Discussion,False,,No location name/address matched,"No formal action recorded. Discussion: Southwest Florida Regional Planning Council Building Assessment (Mayor Batos and Councilmember Errington) Mayor Batos stated that Southwest Florida Regional Planning Council was asking for participation in paying a one-time special assessment and noted that Lee County had declined. Discussion followed and the question arose of whether the Village was required to join a regional planning council. Village Attorney Saunders believed the Village was not required to participate; however, he would research. Brief discussion followed regarding the Estero Bay Agency on Bay Management, along with comments from Patty Whitehead, Old Estero resident and member of the Estero Bay Agency on Bay Management"
1566,201,Discussion,True,,No location name/address matched,"Councilmember Errington moved approval of the agenda, seconded by Councilmember Boesch, called and carried"
1567,201,Discussion,True,,No location name/address matched,"Councilmember Errington moved to adjourn the meeting, seconded by Councilmember Boesch, called and carried"
1568,202,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2025-18
1569,202,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2025-19
1570,202,Administrative,True,,No location name/address matched,Approved agenda
1571,202,Consent Agenda,True,,No location name/address matched,Approved consent agenda
1572,202,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-20
1573,202,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-22
1575,202,Ordinance,True,Budget / Capital Improvement,No location name/address matched,"Passed first reading of Ordinance No. 2025-10 and set second reading for October 1, 2025"
1576,202,Unknown,False,,No location name/address matched,"No formal action recorded. September 10, 2025 Village Council Meeting Minutes"
1577,203,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2024-18 with the Mill rate 0.7300
1578,203,Vote,True,Budget / Capital Improvement,No location name/address matched,Approved a Premier Membership of $649 to the Estero Chamber of Commerce
1579,203,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2024-19
1580,203,Administrative,True,,No location name/address matched,Approved agenda
1581,203,Consent Agenda,True,,No location name/address matched,Approved consent agenda
1583,203,Unknown,False,,No location name/address matched,"No formal action recorded. September 11, 2024 Village Council Meeting Minutes"
1584,203,Resolution,False,,No location name/address matched,"No formal action recorded. Resolution No. 2024-20 a Resolution of the Village Council of the Village of Estero, Lee County, Florida, Establishing Meeting Dates, Time, and Location for Meetings of the Village of Estero Council for 2025; and Providing an Effective Date"
1586,204,Vote,True,,No location name/address matched,Authorized Councilmember Levitan to attend the upcoming Board of Lee County Commissioners meeting and provide verbal input regarding development in the DRGR
1587,204,Vote,True,,No location name/address matched,Approved the agenda with the addition of Council Liaison Assignments as agenda item 5 (f)
1588,204,Consent Agenda,True,Budget / Capital Improvement,No location name/address matched,Approved the Consent Agenda
1589,204,Vote,True,,No location name/address matched,"Approved placement of full-page articles in Estero Life Magazine, beginning with the October 1, 2017 issue through September 30, 2018"
1590,204,Vote,True,,No location name/address matched,"Approved the content of the bid package and authorized the advertisement for competitive solicitation ofRFB 2017-05 Mowing for Village ofEstero Roadways, Step One - Qualifications and Step Two - Pricing"
1591,204,Vote,True,,No location name/address matched,Approved the content of the bid package and authorized the advertisement for competitive solicitation ofRFB 2017-07 for Miscellaneous R.O.W. Work for the Village of Estero Right-of-Ways
1595,204,Contract Approval,True,Estero Parkway Improvements,No location name/address matched,"No formal action recorded. Authorize staff to negotiate a contract with the Number 1 ranked firm, Agnoli, Barber & Brundage to provide professional consulting services for the roadway/landscape design for improvements to Estero Parkway. Motion by: Seconded by: Councilmember McLain Vice Mayor Ribble Action"
1597,204,Contract Approval,True,Estero Parkway Improvements,No location name/address matched,"No formal action recorded. Authorized staff to negotiate a contract with the Number 1 ranked firm, Agnoli, Barber & Brundage to provide professional consulting services for the roadway/landscape design for improvements to Estero Parkway. Vote: Aye: Unanimous (Roll call vote) Nay: Abstentions"
1598,204,Vote,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,A motion to adjourn was made and duly passed
1599,205,Vote,True,,No location name/address matched,Approved the agenda
1600,205,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1601,205,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-28, as amended"
1602,205,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2016-29
1603,205,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-11
1604,205,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2016-12, as amended"
1605,205,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-24
1606,205,Vote,True,,No location name/address matched,"Authorized the Mayor to sign letters to Congressman Curt Clawson and Senator Bill Nelson, supporting key pieces oflegislation"
1607,205,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-25
1608,205,Unknown,False,,No location name/address matched,"No formal action recorded. Approval of August 31, 2016 Minutes"
1609,206,Administrative,True,,No location name/address matched,Approved agenda
1610,206,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1612,206,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-29
1613,206,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-09 and set second reading and public hearing for October 5, 2022"
1614,206,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-10 and set second reading and public hearing for October 5, 2022"
1615,206,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-11 and set second reading and public hearing for October 5, 2022"
1616,206,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Passed first reading of Ordinance No. 2022-12 and set second reading and public hearing for October 5, 2022"
1617,206,Resolution,True,Budget / Capital Improvement,No location name/address matched,Approved Resolution No. 2022-27 with the Mill rate
1618,206,Resolution,True,Budget / Capital Improvement,No location name/address matched,Approved Resolution No. 2022-28
1619,206,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,Approved Ordinance No. 2022-06
1622,206,Unknown,False,,No location name/address matched,"No formal action recorded. September 8, 2022, Council Meeting Minutes"
1624,207,Administrative,True,,No location name/address matched,Motion to permit Councilmember Ward to participate remotely in Zoom Presentation
1625,207,Administrative,True,,No location name/address matched,Approved agenda with the correction of the typo in 8a
1626,207,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1627,207,Contract Approval,True,,No location name/address matched,"Approved the contracts with Ronald L. Book, P.A. (annual cost: $35,000) and JEJ & Associates, Inc. (annual cost: $36,000) to provide professional State Legislative and Executive Branch Lobbying Services for a one-year period. Grant the Village Manager the authority to renegotiate and execute the renewal of these contracts for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contracts on behalf of the Village of Estero Council"
1628,207,Vote,True,,No location name/address matched,"Authorized staff through the Village Manager to dispose of, or donate, the inoperable computers that remain in Village possession. Grant the Village Manager the authority to execute any ancillary documents related to the responsible disposal of computer equipment on behalf of the Village of Estero Council"
1632,207,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization 09 to Contract EC 2020-32 to Johnson Engineering to provide water monitoring services for The Village of Estero for $83,780, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council"
1634,207,Resolution,True,,No location name/address matched,Approved Resolution No. 2021-21 with the Mill rate of 0
1635,207,Resolution,True,Budget / Capital Improvement,No location name/address matched,Approved Resolution No. 2021-22
1636,208,Resolution,True,Budget / Capital Improvement,No location name/address matched,Approved Resolution No. 2023-23 with the Mill rate 0.7400
1637,208,Resolution,True,Budget / Capital Improvement,No location name/address matched,Approved Resolution No. 2023-24
1638,208,Administrative,True,,No location name/address matched,Approved agenda
1639,208,Consent Agenda,True,,No location name/address matched,Approved consent agenda
1640,208,Vote,True,,No location name/address matched,"Approved Council appropriation up to $10,000 for 2023 Veteran Day event"
1641,208,Vote,True,,No location name/address matched,"Approved the engagement for Horizon Solutions Group, Inc. between the Village of Estero and Horizon Solutions Group, Inc and authorize the Village Manager to execute the engagement documents on behalf of the Village of Estero Council"
1642,208,Budget,False,Budget / Capital Improvement,No location name/address matched,"No formal action recorded. September 7, 2023 Council Budget Meeting Minutes"
1643,208,Public Comment,False,,No location name/address matched,"No formal action recorded. Water Monitoring Update Staff Presentation/Comments Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments Councilmember Ward and Mayor McLain. Public Comments None"
1648,209,Resolution,True,,No location name/address matched,"Councilmember Ribble moved to adopt Resolution No. 2015-55, seconded by Councilmember Brown, called and carried"
1649,209,Ordinance,True,,No location name/address matched,"Councilmember Ribble moved to approve first reading of Ordinance No. 2015-12 with the revision to Section 5, seconded by Councilmember Wilson, called and carried"
1650,209,Ordinance,True,,No location name/address matched,"Councilmember Errington moved to approve first reading of Ordinance No. 2015-13, seconded by Councilmember Brown, called and carried"
1651,209,Ordinance,True,,No location name/address matched,"Councilmember Ribble moved to approve first reading of Ordinance No. 2015-14, seconded by Councilmember Brown. Discussion of the motion followed. Vice Mayor Levitan believed that there may be revisions to the ordinance prior to second reading. The motion was called and carried"
1652,209,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Councilmember Ribble moved to declare an emergency and adopt Ordinance No. 2015-11, seconded by Councilmember Errington, called and carried"
1653,209,Vote,True,,No location name/address matched,"Councilmember Errington moved approval of the agenda with a revision to the agenda by moving agenda item 5 (A) from the Council Workshop agenda as agenda item 5 (H) to this agenda, seconded by Councilmember Brown, called and carried"
1654,209,Resolution,True,,No location name/address matched,"Councilmember Wilson moved to adopt Resolution No. 2015-67, seconded by Councilmember Ribble, called and carried"
1656,209,Vote,True,Budget / Capital Improvement,No location name/address matched,"Councilmember Brown moved to adjourn the meeting, seconded by Councilmember Errington, called and carried"
1657,210,Vote,True,,No location name/address matched,Approved the Agenda with the deletion of 7b
1658,210,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1659,210,Resolution,True,,No location name/address matched,Adopted Resolution No. 2020-20
1660,210,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2020-21
1661,210,Resolution,True,,No location name/address matched,Adopted Resolution No. 2020-19
1662,210,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement with Lee County for CARES Act Reimbursement Funding
1663,210,Unknown,False,,No location name/address matched,No formal action recorded. Financial Report for Month Ended June and July
1664,210,Unknown,False,,No location name/address matched,"No formal action recorded. September 9, 2020 Council Meeting Minutes"
1665,210,Contract Approval,False,,No location name/address matched,No formal action recorded. Lee County Interlocal Agreement for Sub Grant Funding via the West Coast Inland Navigation District (WCIND)
1667,211,Vote,True,,No location name/address matched,Approved Councilmember Batos to participate in the meeting via teleconference
1668,211,Unknown,False,,No location name/address matched,Agenda Item l0(a) - Council Rules of Procedure Workshop was moved to Agenda Item 5(
1669,211,Administrative,True,,No location name/address matched,Approved the agenda as amended
1670,211,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-24
1671,211,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2017-25
1672,211,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement with Lee County for Natural Resources Services
1674,211,Vote,True,,No location name/address matched,A motion to adjourn was made and duly passed
1675,212,Unknown,False,,No location name/address matched,Meeting Cancelled
1676,213,Administrative,True,,No location name/address matched,Approved agenda
1677,213,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-30
1679,214,Unknown,False,,No location name/address matched,"Recommended approval of the zoning amendment to the Council with the orginial seven conditions in the staff report, the addition of the 8th condition regarding the geotechnical inspection, and the additional condition regarding the non-reflective glass"
1681,214,Consent Agenda,True,,No location name/address matched,A motion to approve the consent agenda was made and duly passed
1684,215,Administrative,True,,No location name/address matched,Approved agenda
1685,215,Consent Agenda,True,,No location name/address matched,Approved consent agenda
1686,215,Contract Approval,True,Septic to Sewer,No location name/address matched,"Approved the Florida DEP Standard Grant Agreement for the Estero Orange Park Utility Extension Project (Agreement Number L0188), and to authorize the Village Manager or designee to execute all related documents"
1687,215,Contract Approval,True,,No location name/address matched,"Approved the Florida DEP Standard Grant Agreement for the Estero Broadway Avenue East Phase 1 project (Agreement Number L0187), and to authorize the Village Manager or designee to execute all related documents"
1688,215,Contract Approval,True,,No location name/address matched,"Approved Third Amendment to the Public Improvement Agreement between the Village and High 5 Up Top, LLC"
1689,215,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2025-11 on first reading and schedule 2nd reading on October 15, 2025"
1690,215,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2025-12 on first reading and schedule 2nd reading on October 15, 2025"
1691,215,Ordinance,True,Budget / Capital Improvement,No location name/address matched,Approved Ordinance No. 2025-10
1692,215,Unknown,False,,No location name/address matched,"No formal action recorded. September 17, 2025 Village Council Meeting Minutes"
1693,216,Administrative,True,,No location name/address matched,"Approved to permit Councilmembers Levitan, Wilson, and Vice-Mayor Errington to participate remotely in Zoom Presentation"
1694,216,Administrative,True,,No location name/address matched,Approved agenda
1695,216,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1696,216,Vote,True,,No location name/address matched,Approved motion for a continuance until December 9th meeting
1697,216,Vote,True,,No location name/address matched,"Approved motion for a continuance until December 9 meeting, and if not ready to be continued until January 6th meeting"
1698,216,Ordinance,False,,No location name/address matched,Approve Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance
1699,216,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance
1700,216,Ordinance,False,,No location name/address matched,"No formal action recorded. Firestone Rezoning Case Second reading of Ordinance No. 2020-09 an Ordinance of the Village Council of the Village ofEstero, Florida, Considering a Zoning Amendment to the Estero Town Center Commercial Planned Development, to allow Auto Repair and Service, Group I, as A Stand-Alone Use on Property Located in the Southeast Quadrant ofCorkscrew Road and Three Oaks Parkway and Consisting of Approximately 1.14 Acres; Providing for Conflicts; Providing for Severability; and Providing an Effective Date. Staff Presentation/Comments: Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director  Presentation/Information by: Neale Montgomery, Pavese Law Firm Clay Stephens, Vice President of Real Estate Strategy with Palmetto Capital Group Robert V. Klempl, AIA, NCARB, SGA Design Group Brendan Sloan, P.E., Avalon Engineering, Inc. David Kulsveen, Landesco, PLLC Ted Treesh, TR Transport"
1701,216,Public Comment,False,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"No formal action recorded. Land Development Code Staff Presentation/Comments: Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Counsel Presentation/Information by: Village Council Minutes - December 2,2020 Page 5 of 6 Craig Richardson, Clarion David Henning, Clarion Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, and Mayor Ribble Public Comment: None"
1702,217,Administrative,True,,No location name/address matched,Approved agenda
1703,217,Consent Agenda,True,,No location name/address matched,Approved consent agenda
1705,217,Contract Approval,True,Estero on the River,No location name/address matched,"Approved Contract Number 24004 Amendment No. 01 in the amount of $350,100 with Manhattan Construction for Phase 2 Preconstruction Services, approve a $35,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
1706,217,Contract Approval,True,,No location name/address matched,"Approved EC 2023-31 Supplemental Task Order # 3 with Hagerty Consulting, Inc. to assist the Village to develop written procedures and training for pre and post disaster and authorize Village Manager to execute contract"
1709,217,Unknown,False,Estero on the River,No location name/address matched,"deferred to October 16, 2024 as a workshop item"
1710,218,Vote,True,,No location name/address matched,Approved the agenda
1711,218,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-27 as amended, with a final ad valorem operating millage rate of 0. 7798 mills, at 5:39 p.m"
1712,218,Resolution,True,Budget / Capital Improvement,No location name/address matched,"Adopted Resolution No. 2017-28, at 5:43 p.m"
1713,218,Ordinance,False,,No location name/address matched,Ordinance No. 2017-07 was tabled indefinitely
1714,218,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2017-08
1715,218,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2017-09
1716,218,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-29
1717,218,Vote,True,,No location name/address matched,A motion to adjourn was made and duly passed
1718,219,Administrative,True,,No location name/address matched,Approved agenda with the deletion of 5(b)
1719,219,Consent Agenda,True,,No location name/address matched,Approved consent agenda with agenda item 5b removed
1724,219,Resolution,True,,No location name/address matched,Approved Resolution No. 2023-26
1725,219,Contract Approval,True,,No location name/address matched,"Approved consultants ranking for The Village Wide Traffic Study as follows: Number 1 - Johnson Engineering; Number 2 - Trebilcock Consulting Solutions; Number 3 - Pennoni and authorize staff to negotiate a contract with the Number 1 ranked firm, Johnson Engineering, to provide professional consulting services for the Village Wide Traffic Study"
1726,219,Ordinance,True,,No location name/address matched,"Passed first reading and set second reading and public hearing for October 18, 2023"
1727,219,Resolution,True,,No location name/address matched,Approved Resolution No. 2023-25
1728,219,Presentation,False,,No location name/address matched,"No formal action recorded. Captains for Clean Water presented by Dianna Ryan and Captain Chris Wittman Presentation/Information by Captain Chris Wittman Council Questions or Comments Councilmembers Ward, Lopez, Fayhee, Vice Mayor Ribble, and Mayor McLain"
1729,219,Budget,False,Budget / Capital Improvement,No location name/address matched,"No formal action recorded. September 20, 2023 Council Budget Meeting Minutes"
1730,219,Unknown,False,,No location name/address matched,No formal action recorded. Financial Report Month ended August 2023
1731,219,Presentation,False,,No location name/address matched,"No formal action recorded. Discussion on Revisions to Council Procedures Staff Presentation/Comments Robert Eschenfelder, Village Attorney Carol Sacco, Village Clerk Council Questions or Comments Councilmembers Fayhee, Lopez, Ward, Zalucki, Vice Mayor Ribble, and Mayor McLain"
1732,220,Administrative,True,,No location name/address matched,Approved the agenda as amended
1733,220,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1734,220,Contract Approval,True,,No location name/address matched,"Approved the agreement for elections services with Sharon Harrington, the Supervisor of Elections of Lee County, Florida"
1735,220,Contract Approval,True,,No location name/address matched,"Approved the agreement between the Village ofEstero and Kimley-Hom for the Village Traffic Study, as amended"
1736,220,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-30 and amended Section 5 of the agreement to include ""not to exceed $15,600 annually."""
1737,220,Public Comment,False,,No location name/address matched,"No formal action recorded. Southwest Florida Regional Planning Council Membership Village Manager Sarkozy provided an explanation regarding the fee to participate. Questions or Comments by: Vice Mayor Levitan, Councilmembers Errington, Ribble, Boesch, and Mayor Batos. Discussion included how the decision was made last year to opt out; participation with the Estero Bay Agency on Bay Management; it may be beneficial to join this year; if the Village did not participate, the county would make the payment and the Southwest Florida Regional Planning Council remained funded. Public Comment: Patty Whitehead Community Development Director Gibbs offered assistance in obtaining further information to bring back to the next Council meeting"
1738,221,Unknown,False,,No location name/address matched,"No formal action recorded. Approval of September 16, 2015 Regular Meeting Minutes (B) =' Approval of September 17, 2015 Workshop Minutes"
1739,221,Unknown,False,,No location name/address matched,"No formal action recorded. Approval of September 23, 2015 Special Meeting Minutes"
1740,221,Consent Agenda,True,,No location name/address matched,"Councilmember Ribble moved approval of the Consent Agenda, seconded by Councilmember Brown, called and carried"
1741,221,Ordinance,True,,No location name/address matched,"Vice Mayor Levitan moved to adopt Ordinance No. 2015-12 as amended, seconded by Councilmember Errington, called and carried"
1742,221,Ordinance,True,,No location name/address matched,"Vice Mayor Levitan moved to adopt Ordinance No. 2015-13, seconded by Councilmember Brown, called and carried"
1743,221,Ordinance,True,,No location name/address matched,"Councilmember Levitan moved to adopt Ordinance No. 2015-14 as amended, seconded by Councilmember Errington, called and carried"
1744,221,Resolution,True,,No location name/address matched,"Councilmember Ribble moved to adopt Resolution No. 2015-68, seconded by Councilmember Errington, called and carried"
1745,221,Resolution,False,,No location name/address matched,"No formal action recorded. Resolution No. 2015-66 A Resolution of the Village Council of the Village of Estero, Florida Authorizing the Village Manager to Invest Surplus Funds of the Village in the Local Government Trust Fund Administered by the State Board of Administration; and Providing an Effective Date (Village Manager) Village Clerk Hall read the title of Resolution No. 2015-66. Village Manager Lombardi provided an explanation of the resolution, stated that the resolution was recently discussed at a Council Workshop, and Council asked staff for further information on the current status of the Village bank account, investments, and type of coverage that was provided. Finance Director Pace stated the amount of interest that SunTrust would pay was significantly lower than the quotes received from the Local Government Trust Fund; discussion ensued. Discussion followed regarding the wording in the first sentence "
1746,221,Resolution,True,,No location name/address matched,"Councilmember Ribble moved to adopt Resolution No. 2015-69, seconded by Councilmember Errington, called and carried"
1747,221,Resolution,True,,No location name/address matched,"Councilmember Brown moved to adopt Resolution No. 2015-71, seconded by Councilmember Ribble, called and carried"
1748,221,Discussion,True,,No location name/address matched,"No formal action recorded. Discussion on Workshop Procedures Mayor Batos led discussion regarding modifying the practice that had been utilized up to this point on workshop agenda items. It was suggested that Councilmembers bring up items at a Council meeting, and the item would go on a workshop agenda by consensus of four or more Councilmembers. At the conclusion of discussion, consensus was to bring up their workshop agenda items in an open forum at Council meetings, without a vote or consensus required. Brief discussion ensued regarding the workshop priority list that was developed in April 2015. Mayor Batos asked that Councilmembers review the most recent workshop list, make comments regarding priorities, add any additional items they wish to include, and a master list would be developed and circulated for final prioritization"
1749,221,Vote,True,,No location name/address matched,"Councilmember Ribble moved to ask the consultant to move ahead with the necessary work to get the Village in the program on May 1, 2016, seconded by Councilmember Errington, called and carried"
1750,221,Public Comment,True,,No location name/address matched,"Councilmember Ribble moved to pay the invoice, seconded by Councilmember Errington. Mayor Batos called for public comment. Public Comment: Patty Whitehead, Old Estero resident, stated she agreed with Vice Mayor Levitan and addressed concerns regarding the Horizon Foundation. A roll call vote on the motion followed, resulting in Councilmembers Ribble, Errington, Wilson and Mayor Batos voting aye; Councilmember Brown and Vice Mayor Levitan voting nay. The motion carried"
1751,221,Administrative,True,,No location name/address matched,"Councilmember Ribble moved approval of the agenda as amended, seconded by Councilmember Wilson, called and carried"
1752,221,Ordinance,True,,No location name/address matched,"Councilmember Brown moved to approve first reading of Ordinance No. 2015-10, seconded by Councilmember Ribble, called and carried"
1753,221,Ordinance,True,Budget / Capital Improvement,No location name/address matched,"Councilmember Brown moved to approve first reading of Ordinance No. 2015-15, seconded by Councilmember Errington, called and carried"
1754,221,Resolution,True,Budget / Capital Improvement,No location name/address matched,"Councilmember Brown moved to adopt Resolution No. 2015-70, seconded by Vice Mayor Levitan, called and carried"
1755,222,Vote,True,,No location name/address matched,Approved the Agenda
1756,222,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
1757,222,Resolution,True,,No location name/address matched,Adopted Resolution No. 2020-22
1758,222,Vote,True,,No location name/address matched,Approved the Village ofEstero Style Guide
1759,222,Vote,True,,No location name/address matched,Approved the motion to not take jurisdiction of the Design Review Board decision of Longitude 81 Apartments - Commercial Paint Permit
1760,222,Unknown,False,,No location name/address matched,"No formal action recorded. September 23, 2020 Council Meeting Minutes"
1761,222,Budget,False,Budget / Capital Improvement,No location name/address matched,"No formal action recorded. Village ofEstero Capital Improvement Project Process Staff Presentation/Comments: Steve Sarkozy, Village Manager David Willems, Public Works Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Emngton, and Mayor Ribble Public Comment: None"
1762,222,Public Comment,False,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"No formal action recorded. Land Development Code Update Staff Presentation/Comments: Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Errington, and Mayor Ribble Public Comment: None"
1763,223,Unknown,False,,No location name/address matched,Meeting Cancelled
1766,225,Consent Agenda,True,,No location name/address matched,A motion to approve the consent agenda was made and duly passed
1770,225,Unknown,False,,No location name/address matched,No formal action recorded. Confirm 2024 Meeting Schedule
1771,225,Unknown,False,,No location name/address matched,"No formal action recorded. A measure came or will come before my agency which (check one or more) <?C inured to my special private gain or loss; inured to the special gain or loss of my business associate, _ ; inured to the special gain or loss of my relative,_ ; inured to the special gain or loss of _, by whom I am retained; or inured to the special gain or loss of _ , which is the parent subsidiary, or sibling organization or subsidiary of a principal which has retained me"
