AgendaItemID,MeetingDate,ProjectTitle,Location,Latitude,Longitude,ParsedNumber,ParsedStreet,PointParcelSTRAP,PointParcelAddress,AddressParcelSTRAP,AddressParcelAddress,AddressMatchCount,DistanceMeters,Status,Notes,Document_Link
548,2024-04-09,"Wildcat Run Pickleball- Limited Development Order (LDO 2024-E002) (District 7) 20300 Country Club Drive, south of Corkscrew Drive and immediately east of RiverCreek Applicant is seeking to renovate 1 of the 5 existing tennis courts into new pickle...",20300 COUNTRY CLUB DR,26.435736902147063,-81.74958822940889,20300,COUNTRY CLUB,304626E40100A20CE,20300-310 COUNTRY CLUB DR,304626E40100A00CE,20300 COUNTRY CLUB DR,1,0,ADJACENT,point in 20300-310 COUNTRY CLUB DR (304626E40100A20CE); address resolves to 20300 COUNTRY CLUB DR (304626E40100A00CE) ~0m away,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/04092024%20PZDB%20Minutes.pdf
1872,2022-10-25,"Limited Development Order - Villages of Country Creek (District 4) Pickleball Court - Court located at the Clubhouse, 21180 Country Creek Drive, North of Corkscrew Road and west of Three Oaks Parkway. Request to use one existing tennis court for p...",21180 COUNTRY CREEK DR,26.437389192896752,-81.79482782963828,21180,COUNTRY CREEK,274625E3050M000CE,21180 COUNTRY CREEK DR,274625E3050M000CE,21180 COUNTRY CREEK DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf
1307,2023-07-25,"Villages of Country Creek Limited Development Order - Villages of Country Creek Pickleball Court (LDO2022-E044) (District 4) The court is located at the Clubhouse, 21180 Country Creek Drive, North of Corkscrew Road and west of Three Oaks Parkway....",21180 COUNTRY CREEK DR,26.437389192896752,-81.79482782963828,21180,COUNTRY CREEK,274625E3050M000CE,21180 COUNTRY CREEK DR,274625E3050M000CE,21180 COUNTRY CREEK DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07252023%20PZDB%20Minutes.pdf
485,2017-04-05,Fee Reduction as an Incentive in Village Center,"21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,21450,STRADA NUOVA,344625E12100AA309,21450 STRADA NUOVA CIR A309,344625E12100AA310,21450 STRADA NUOVA CIR A310,36,0,VERIFIED_AMBIGUOUS_ADDR,36 parcels share the address; point sits in one of them,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/040517%20Council%20Meeting%20Approved%20Minutes.pdf
1828,2022-10-19,"First Reading of Ordinance No. 2022-16 Genova Zoning Amendment. An Ordinance of the Village Council of the Village of Estero, Florida, Amending the Estero Planned Development Zoning Adopted by Ordinance 2016-08 For ""Genova"", for a3.6-Acre Property...","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,21450,STRADA NUOVA,344625E12100AA309,21450 STRADA NUOVA CIR A309,344625E12100AA310,21450 STRADA NUOVA CIR A310,36,0,VERIFIED_AMBIGUOUS_ADDR,36 parcels share the address; point sits in one of them,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/10192022%20minutes.pdf
1536,2022-09-13,"Public Information Meeting was held September 28, 2021, and a Workshop was held April 12, 2022. Planning Zoning and Design Board will make a recommendation to Council. Chairman Wood provided information regarding Board business and quasi-judicial...","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,21450,STRADA NUOVA,344625E12100AA309,21450 STRADA NUOVA CIR A309,344625E12100AA310,21450 STRADA NUOVA CIR A310,36,0,VERIFIED_AMBIGUOUS_ADDR,36 parcels share the address; point sits in one of them,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/09132022%20PZDB%20Minutes.pdf
974,2022-06-14,"Monument Sign - River of Life Assembly of God (Permit Pending) (District 5) Located at 21580 River Ranch Road, north of Block Lane and on the west side of River Ranch No ex parte communication or conflicts of interest were noted",21580 RIVER RANCH RD,26.426366236141643,-81.7957610238013,21580,RIVER RANCH,344625E30100C025D,21580 RIVER RANCH RD,344625E30100C025D,21580 RIVER RANCH RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/06142022%20PZDB%20Minutes.pdf
1539,2022-09-13,"Zoning Amendment - Coconut Trace, Parcels C and D (District 2) (DCI2022-E002) 22951-22961 Lyden Drive, 3.5 vacant acres on the west side of US 41 north of Coconut Road. Applicant is seeking to amend the zoning uses to revise real estate sales to a...","22961 Lyden Drive, Estero, FL",26.402115489543,-81.811415991658,22961,LYDEN,094725E23500B00D0,22961 LYDEN DR,094725E23500B00D0,22961 LYDEN DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/09132022%20PZDB%20Minutes.pdf
2500,2019-12-04,"Consider First Reading of Ordinance No. 2019-30 for Voluntary Annexation of 10 Acre Property At 4528, 4406 And 4410 Coconut Road, and Set Second Reading for January 8, 2020 Ordinance No. 2019-30 An Ordinance of the Village ofEstero, Annexing Prope...","4406 And 4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,4406 / 4410,COCONUT / COCONUT,084725E2400000150,23523 COCONUT LANDING DR,,,0,,ADDRESS_NOT_FOUND,point is in 23523 COCONUT LANDING DR (084725E2400000150) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191204%20Council%20Meeting%20Approved%20Minutes.pdf
2520,2020-01-08,"Ordinance No. 2019-30 An Ordinance ofthe Village Council of the Village of Estero, Florida, Annexing Property Located at 4528, 4406 and 4410 Coconut Road, Lee County, Florida, into the Corporate Limits ofthe Village in Accordance with the Annexati...","4406 and 4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,4406 / 4410,COCONUT / COCONUT,084725E2400000150,23523 COCONUT LANDING DR,,,0,,ADDRESS_NOT_FOUND,point is in 23523 COCONUT LANDING DR (084725E2400000150) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf
2527,2020-01-22,"Ordinance No. 2019-30 An Ordinance ofthe Village Council ofthe Village of Estero, Florida, Annexing Property Located at 4528, 4406 and 4410 Coconut Road, Lee County, Florida, into the Corporate Limits of the Village in Accordance with the Annexati...","4406 and 4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,4406 / 4410,COCONUT / COCONUT,084725E2400000150,23523 COCONUT LANDING DR,,,0,,ADDRESS_NOT_FOUND,point is in 23523 COCONUT LANDING DR (084725E2400000150) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-22%20Council%20Meeting%20Approved%20Minutes.pdf
150,2021-01-06,"Second Public Hearing to consider Ordinance 2020-07 to adopt a Comprehensive Plan Amendment for annexed property located at 4528 and 4408-4410 Coconut Road. An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendme...","4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,4410,COCONUT,084725E2400000150,23523 COCONUT LANDING DR,,,0,,ADDRESS_NOT_FOUND,point is in 23523 COCONUT LANDING DR (084725E2400000150) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/0162021%20Minutes.pdf
4,2024-01-03,"Approval of code enforcement lien compromise payment from Pro Energy, LLC","8800 Corkscrew Road, Estero, FL",26.430882013604,-81.807370969005,8800,CORKSCREW,334625E2020000040,8800 CORKSCREW RD,334625E2020000040,8800 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01032024%20minutes.pdf
564,2022-04-13,Tour 8801 Corkscrew Road,"8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,8801,CORKSCREW,334625E2U19482389,8801 CORKSCREW RD,334625E2U19482389,8801 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04132022%20minutes.pdf
2233,2022-12-13,"Village Initiated Rezoning - Williams Road Property (District 5) 9000 Williams Road, located east of the railroad and north of Williams Road Village proposes to rezone ± 20 acres on the north side of Williams Road that includes the Golf Coast Driv...","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,9000,WILLIAMS,344625E40100C0150,9000 WILLAMS RD,,,0,,ADDRESS_NOT_FOUND,point is in 9000 WILLAMS RD (344625E40100C0150) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/12132022%20PZDB%20Minutes.pdf
227,2025-02-11,"High 5 Building Elevation Review - (DOS2024-E007) (District 4) The Village owned property is located at 9000 Williams Road on the north side of Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as...","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,9000,WILLIAMS,344625E40100C0150,9000 WILLAMS RD,,,0,,ADDRESS_NOT_FOUND,point is in 9000 WILLAMS RD (344625E40100C0150) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/02112025%20PZDB%20Minutes.pdf
92,2017-01-18,"Planning and Zoning Board 2016 Annual Report Planning and Zoning Board Chairman Scotty Wood offered appreciation to the Vice Mayor, Village Land Use Attorney Stroud, Community Development Director Gibbs and her staff. He spoke to the composition a...","9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,9401,CORKSCREW PALMS,344625E1113030101,9401 CORKSCREW PALMS CIR,344625E1113030101,9401 CORKSCREW PALMS CIR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/011817%20Council%20Meeting%20Approved%20Minutes.pdf
557,2022-04-12,"Development Order - Spring Run Clubhouse Expansion (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Applicant requests, expansion of the existing clubhouse, outdoor bar/dini...","9501 Spring Run Boulevard, Estero, FL",26.395734095199,-81.797042452636,9501,SPRING RUN,104725E40200A00CE,9501 SPRING RUN BLVD,104725E40200A00CE,9501 SPRING RUN BLVD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/04122022%20PZDB%20Minutes.pdf
349,2022-03-08,"Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings...","9501 Spring Run Boulevard, Estero, FL",26.395734095199,-81.797042452636,9501,SPRING RUN,104725E40200A00CE,9501 SPRING RUN BLVD,104725E40200A00CE,9501 SPRING RUN BLVD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/03082022%20PZDB%20Minutes.pdf
2215,2024-12-10,"Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June...","9501 Vintage Trace Circle, Estero, FL",26.455612966082,-81.814341298694,9501,VINTAGE TRACE,214625E10100B00CE,RIGHT OF WAY,,,0,,ADDRESS_NOT_FOUND,point is in RIGHT OF WAY (214625E10100B00CE) but address text not in parcel layer,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf
2266,2019-01-09,Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added furth...,"9870 Horne Lane, Estero, FL",26.426140245249,-81.790456958949,9870,HORNE,344625E3U21182314,9870 HORNE LN,344625E3U21182314,9870 HORNE LN,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-09%20Council%20Meeting%20Approved%20Minutes.pdf
1983,2021-11-09,"Arby's #7155 - Limited Development Order (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Interior/exterior remodel with exterior façade improvements",9975 CORKSCREW RD,26.432064604150423,-81.78949228466479,9975,CORKSCREW,344625E2U21282377,9975 CORKSCREW RD,344625E2U21282377,9975 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/11092021%20PZDB%20Minutes.pdf
2236,2021-12-14,"Arby's #7155 Exterior Renovation (Repaint Permit #20258298) (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Exterior remodel; repainting and material changes",9975 CORKSCREW RD,26.432064604150423,-81.78949228466479,9975,CORKSCREW,344625E2U21282377,9975 CORKSCREW RD,344625E2U21282377,9975 CORKSCREW RD,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/12142021%20PZDB%20Minutes.pdf
2082,2025-11-18,"Eco-Historic Planning Study (Districts 1, 2, 3, 4 and 6) The study area encompasses ±1,000 acres along US 41 from Estero Parkway to Hertz Headquarters, south of Williams Road",Avalon at Grandezza Condominium,26.44124231180666,-81.76991455364423,,,254625E42500000CE,20300 BURNSIDE PL,,,0,,VENUE_ONLY,point in 20300 BURNSIDE PL,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/11182025%20PZDB%20Minutes.pdf
315,2023-03-01,Consideration of the Recreational Proposals for the William Road Property,Bella Terra Subdivision,26.433015857266223,-81.73086266056815,,,294626E3020P50000,BELLA TERRA C/E,,,0,,VENUE_ONLY,point in BELLA TERRA C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/03012023%20minutes.pdf
71,2016-01-13,"Bonita Springs Projects - Pelican Landing I Raptor Bay Brief introduction provided by Community Development Director Mary Gibbs. Presentation by: Vicki Olson, The Colony resident, Coconut Road/West Neighborhood Coalition, provided a summary of the...",Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,,214725B30290000CE,COSTA DEL SOL @ PELICAN C/E,,,0,,VENUE_ONLY,point in COSTA DEL SOL @ PELICAN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01132016%20minutes.pdf
216,2016-02-10,Coconut Road I Raptor Bay,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,,214725B30290000CE,COSTA DEL SOL @ PELICAN C/E,,,0,,VENUE_ONLY,point in COSTA DEL SOL @ PELICAN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/021016%20Council%20Regular%20Meeting%20Approved%20Minutes.pdf
1194,2020-07-08,Coconut Road Study - Bonita Springs Raptor Bay Rezoning,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,,214725B30290000CE,COSTA DEL SOL @ PELICAN C/E,,,0,,VENUE_ONLY,point in COSTA DEL SOL @ PELICAN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07082020%20Council%20Meeting%20Minutes.pdf
388,2016-03-16,"Raptor Bay Update Community Development Director Gibbs spoke to the question raised at a recent Council meeting whether the Pelican Landing DRI was subject to jurisdiction of the Village. A memorandum from Nancy Stroud, Land Use Counsel, indicated...",Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,,214725B30290000CE,COSTA DEL SOL @ PELICAN C/E,,,0,,VENUE_ONLY,point in COSTA DEL SOL @ PELICAN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/031616%20Council%20Meeting%20Approved%20Minutes.pdf
218,2016-02-10,"Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Peli...",Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,,214725B30290000CE,COSTA DEL SOL @ PELICAN C/E,,,0,,VENUE_ONLY,point in COSTA DEL SOL @ PELICAN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/021016%20Council%20Regular%20Meeting%20Approved%20Minutes.pdf
1912,2016-11-02,Coconut Road,"Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,,094725E2360SC0040,8017 VIA SARDINIA WAY,,,0,,VENUE_ONLY,point in 8017 VIA SARDINIA WAY,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/110216%20Council%20Meeting%20Approved%20Minutes.pdf
762,2024-05-14,The Brooks Commons Club - Pickleball Expansion (Amendment to LDO2022-E051) (District 6) The Commons Club is located at 9920 Coconut Road. The courts are west of the club along Coconut Road. Applicant is seeking to revise the original plan presente...,"Commons Club at The Brooks, Estero, FL",26.3974648,-81.7889557,,,104725E3U21271991,9930-9960 COCONUT RD,,,0,,VENUE_ONLY,point in 9930-9960 COCONUT RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/05142024%20PZDB%20Minutes.pdf
137,2024-01-24,Update on Development Projects in Estero,Copperleaf at The Brooks Subdivision,26.403150903589538,-81.77854759318382,,,114725E2230G100CE,23127 COPPERLEAF BLVD,,,0,,VENUE_ONLY,point in 23127 COPPERLEAF BLVD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01242024%20minutes.pdf
1870,2022-10-25,"Development Order - Corkscrew Pines, Convenience Store/Gas Station (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive. Applicant is proposing a4,667 s.f. convenience store, with ±1,000 s.f. carwash","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,,254625E3U24342445,11900 STONEYBROOK GOLF DR,,,0,,VENUE_ONLY,point in 11900 STONEYBROOK GOLF DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf
368,2023-03-14,"Corkscrew Pines Infrastructure - Development Order (DOS2021-E008) (District 5) located on the south side of Corkscrew Road, east of Stoneybrook Golf Drive and west of Firehouse Lane. Applicant is proposing to construct the backbone infrastructure...","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,,254625E3U24342445,11900 STONEYBROOK GOLF DR,,,0,,VENUE_ONLY,point in 11900 STONEYBROOK GOLF DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/03142023%20PZDB%20Minutes.pdf
786,2024-05-15,"Resolution No. 2024-05 Corkscrew Pines Replat (PLT2022-E004) A Resolution of The Village Council of the Village of Estero, Florida, Approving Corkscrew Pines Replat of Tracts A, B, C, D, F, H and I of Stoneybrook Unit 8 Located on Corkscrew Road,...","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,,254625E3U24342445,11900 STONEYBROOK GOLF DR,,,0,,VENUE_ONLY,point in 11900 STONEYBROOK GOLF DR,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05152024%20minutes.pdf
1406,2016-08-31,"Assumption of Road Maintenance Responsibilities (Municipal Services) Discussion regarding assuming all roads from Lee County within Estero with the exception ofEstero Parkway east of Three Oaks Parkway, Corkscrew Road, Three Oaks Parkway, and Ben...","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/083116%20Council%20Meeting%20Approved%20Minutes.pdf
1621,2022-09-21,"Rezoning - Village-owned property at the northeast corner of Corkscrew Road and US 41. No ex parte communication or conflicts of interest were noted. Ordinance No. 2022-08 An Ordinance of the Village Council of the Village of Estero, Florida, Cons...","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,,304626E30100A10CE,WILDCAT RUN C/E,,,0,,VENUE_ONLY,point in WILDCAT RUN C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf
973,2023-06-13,Estero Bay Chevrolet Auto Dealership Lighting Upgrade - Deviation (Case TBD) (District 5) 10640 Chevrolet Way Located south of Corkscrew Road and next to the I-75 southbound entrance ramp and north of Corkscrew Woodlands. Applicant seeks a deviati...,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/06132023%20PZDB%20Minutes.pdf
750,2021-05-11,Eugenia Chojnowski Mobile Home Variance (VAR2021-E001) (District 5) Located in Corkscrew Woodlands at 10825 Little Heron Circle. Applicant seeks a variance from the 10-foot setback between mobile homes. Due to the placement of the mobile home on t...,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/05112021%20PZDB%20Minutes.pdf
1381,2023-08-22,Wildcat Run Clubhouse - Development Order (DOS2023-E007) (District 7) 20300 Country Club Drive,Cypress Cove at Wildcat Run Condominium,26.44468674839979,-81.74528909824977,,,304626E2056710102,20671 WILDCAT RUN DR 102,,,0,,VENUE_ONLY,point in 20671 WILDCAT RUN DR 102,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08222023%20PZDB%20Minutes.pdf
1199,2025-07-08,Eagle Walk (Coastal Village) Monument Signs (LDO2025-E020) (District 6) Located north of Estero Parkway between Three Oaks Parkway and I-75. No ex parte communication or conflicts of interest were noted. Board Member Jones and Vice Chairman Sheele...,"Estero Parkway & Three Oaks Parkway, Estero, FL",26.449389004358,-81.788946037082,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/07082025%20PZDB%20Minutes.pdf
123,2025-01-22,Approval of Estero Sports Park Master Plan and authorization to submit the infrastructure plan for permits to the SFWMD,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,,,344625E40100C017B,9100 WILLIAMS RD,,,0,,VENUE_ONLY,point in 9100 WILLIAMS RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/01222025%20Minutes.pdf
328,2022-03-02,Greater Estero Virtual Information Center (GEVIC),Heatherstone at Rookery Pointe Subdivision,26.447607197915094,-81.79310346599338,,,274625E2150000860,9706 HEATHERSTONE RIVER CT 3,,,0,,VENUE_ONLY,point in 9706 HEATHERSTONE RIVER CT 3,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/03022022%20minutes.pdf
1171,2022-07-06,"Ordinance No. 2022-07 Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Compr...","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,,,334625E2U19412390,8791 CORKSCREW RD,,,0,,VENUE_ONLY,point in 8791 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf
1620,2022-09-21,"Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road Ordinance No. 2022-07 An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Compr...","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,,,334625E2U19412390,8791 CORKSCREW RD,,,0,,VENUE_ONLY,point in 8791 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf
2515,2020-01-08,"River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04)","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf
979,2022-06-14,Special Exception & Limited Development Order - Riverwoods Plantation Pickleball Courts - Applicant is seeking a Special Exception in the RM-2 Zoning District to add pickleball as a permitted amenity. - Limited Development Order for the constructi...,Riverwoods Plantation Condominium,26.44551087014053,-81.83135830974891,,,294625E11100F0130,4640 CANDLESTICK CT W,,,0,,VENUE_ONLY,point in 4640 CANDLESTICK CT W,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/06142022%20PZDB%20Minutes.pdf
850,2025-05-21,"Resolution No. 2025-07 Shadow Wood Lifestyle Center Final Plan Approval A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and One Deviation for The Shadow Wood Country Club Lif...","Shadow Wood Country Club Lifestyle Center, Estero, FL",26.407365,-81.789795,,,104725E20900F0000,22801-807 OAKWILDE BLVD,,,0,,VENUE_ONLY,point in 22801-807 OAKWILDE BLVD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/05212025.pdf
1355,2025-08-12,"Shadow Wood C.C. Lifestyle Center (DOS2025-E004) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. No ex parte communication or conflicts of interest were noted","Shadow Wood, Estero, FL",26.4099337,-81.7949565,,,034725E3050L30000,SHADOW WOOD @ THE BROOKS C/E,,,0,,VENUE_ONLY,point in SHADOW WOOD @ THE BROOKS C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/08122025%20PZDB%20Minutes.pdf
228,2025-02-11,"Shadow Wood C.C. Lifestyle Center (Pending submittal) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse","Shadow Wood, Estero, FL",26.4099337,-81.7949565,,,034725E3050L30000,SHADOW WOOD @ THE BROOKS C/E,,,0,,VENUE_ONLY,point in SHADOW WOOD @ THE BROOKS C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/02112025%20PZDB%20Minutes.pdf
1352,2021-08-10,"(Quasi-Judicial) The public will have an opportunity to speak for five minutes per agenda item. a. Corkscrew Pines CPD Rezoning Amendment (DCI2020-E002) (District 5) 21-acre vacant site on the south side of Corkscrew Road, east of Stoneybrook Golf...","Stoneybrook, Estero, FL",26.4298062,-81.7679548,,,364625E109L160000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf
1890,2024-10-29,"Aldi - Development Order (Pending Submittal) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road. Applicant proposes to develop a ± 22,000 square foot grocery store","Stoneybrook, Estero, FL",26.4298062,-81.7679548,,,364625E109L160000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/10292024%20PZDB%20Minutes.pdf
