RecordId,SourceBoard,DataGrain,RecordType,MeetingId,ItemId,MotionId,Board,MeetingFormat,MeetingType,MeetingDate,MeetingYear,MeetingTime,MeetingVenue,Status,AgendaItemNumber,AgendaItemType,FactCategory,LandUseCategory,ProjectName,ProjectTitle,Summary,ApplicationId,ApplicationType,ApplicantName,District,StaffCode,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,VoteYes,VoteNo,VoteAbstain,AddressRaw,AddressNormalized,LocationName,Latitude,Longitude,GeocodeConfidence,LocationGrain,ParcelId,PrimarySourceUrl,SourceFilename,ExtractionMethod,ExtractionConfidence,ReviewRequired,ReviewReason,AiReady,CitationText,ProjectId,ProjectKey
vc:2287,vc,agenda_item,AgendaItemLocation,297,2287,,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,Approved,3,Contract Approval,contract_approval,transportation_mobility,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: 1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None",,,Hole Montes,,null,"1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None","1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None",,,,,,,,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 3 (Contract Approval): 1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2288,vc,agenda_item,AgendaItemLocation,297,2288,1544,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,Approved,4,Consent Agenda,consent_agenda,transportation_mobility,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended. Action: | Approved the Consent Agenda,CN 2018-04,,,,null,| Approved the Consent Agenda,| Approved the Consent Agenda,,,,Unanimous,1,,,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 4 (Consent Agenda): | Approved the Consent Agenda Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",697,design_and_permitting_services_for_williams_road_at_estero_high_school_turn_lane_improvements_cn
vc:2289,vc,agenda_item,AgendaItemLocation,297,2289,,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,Approved,5,Contract Approval,contract_approval,transportation_mobility,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended,"Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended. Action: Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the project would take",CN 2018-04,,,,null,"Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the project would take","Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the project would take",,,,,,,,"Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL","Williams Road at Estero High School, Estero, FL",26.422301,-81.798178,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 5 (Contract Approval): Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the project would take Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",697,design_and_permitting_services_for_williams_road_at_estero_high_school_turn_lane_improvements_cn
vc:2290,vc,agenda_item,AgendaItem,297,2290,,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,No Action,6,Unknown,unknown,meetings_records_public_input,,"Council Meeting Minutes of October 17, 2018","Council Meeting Minutes of October 17, 2018. Action: No formal action recorded. Council Meeting Minutes of October 17, 2018",,,,,null,"No formal action recorded. Council Meeting Minutes of October 17, 2018","No formal action recorded. Council Meeting Minutes of October 17, 2018",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 6 (Unknown): No formal action recorded. Council Meeting Minutes of October 17, 2018 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2291,vc,agenda_item,AgendaItem,297,2291,1545,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,No Action,7,Public Comment,public_comment,public_facilities_services,,"Selection of Canvassing Board Alternate Member for March 5, 2019 Election","Selection of Canvassing Board Alternate Member for March 5, 2019 Election. Action: No formal action recorded. Selection of Canvassing Board Alternate Member for March 5, 2019 Election Village Manager Sarkozy provided an explanation of conflicts in our schedule. Village Attorney Saunders, named Assistant to Village Manager Coleman as the 1* alternate along with Attorney Derek Rooney or Village Attorney Saunders as 2""; election day plan is to have the Mayor there along with Attorney Derek Rooney. Questions or Comments: Councilmember Levitan asked if you had to be a resident? Village Attorney Saunders stated they do not. Public Comment: None Motion: Move to appoint Canvassing Board Alternate Member Motion by: Vice Mayor Ribble Seconded by: Councilmember McLain Vote: Aye: Unanimous Nay: Abstentions: Village Council Meeting Final Action Agenda/Minutes - February 6, 2019 Page 3 of 6",,,Attorney Derek Rooney,,null,"No formal action recorded. Selection of Canvassing Board Alternate Member for March 5, 2019 Election Village Manager Sarkozy provided an explanation of conflicts in our schedule. Village Attorney Saunders, named Assistant to Village Manager Coleman as the 1* alternate along with Attorney Derek Rooney or Village Attorney Saunders as 2""; election day plan is to have the Mayor there along with Attorney Derek Rooney. Questions or Comments: Councilmember Levitan asked if you had to be a resident? Village Attorney Saunders stated they do not. Public Comment: None Motion: Move to appoint Canvassing Board Alternate Member Motion by: Vice Mayor Ribble Seconded by: Councilmember McLain Vote: Aye: Unanimous Nay: Abstentions: Village Council Meeting Final Action Agenda/Minutes - February 6, 2019 Page 3 of 6","No formal action recorded. Selection of Canvassing Board Alternate Member for March 5, 2019 Election Village Manager Sarkozy provided an explanation of conflicts in our schedule. Village Attorney Saunders, named Assistant to Village Manager Coleman as the 1* alternate along with Attorney Derek Rooney or Village Attorney Saunders as 2""; election day plan is to have the Mayor there along with Attorney Derek Rooney. Questions or Comments: Councilmember Levitan asked if you had to be a resident? Village Attorney Saunders stated they do not. Public Comment: None Motion: Move to appoint Canvassing Board Alternate Member Motion by: Vice Mayor Ribble Seconded by: Councilmember McLain Vote: Aye: Unanimous Nay: Abstentions: Village Council Meeting Final Action Agenda/Minutes - February 6, 2019 Page 3 of 6",Motion: Move to appoint Canvassing Board Alternate Member Motion by: Vice Mayor Ribble Seconded by: Councilmember McLain,Vice Mayor Ribble,Councilmember McLain,Unanimous,1,0,1,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 7 (Public Comment): No formal action recorded. Selection of Canvassing Board Alternate Member for March 5, 2019 Election Village Manager Sarkozy provided an explanation of conflicts in our schedule. Village Attorney Saunders, named Assistant to Village Manager Coleman as the 1* alternate along with Attorney Derek Rooney or Village Attorney Saunders as 2""; election day plan is to have the Mayor there along with Attorney Derek Rooney. Questions or Comments: Councilmember Levitan asked if you had to be a resident? Village Attorney Saunders stated they do not. Public Comment: None Motion: Move to appoint Canvassing Board Alternate Member Motion by: Vice Mayor Ribble Seconded by: Councilmember McLain Vote: Aye: Unanimous Nay: Abstentions: Village Council Meeting Final Action Agenda/Minutes - February 6, 2019 Page 3 of 6 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2292,vc,agenda_item,AgendaItem,297,2292,,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,No Action,8,Unknown,unknown,meetings_records_public_input,,"Setting Executive Session 6b Village Attorney Saunders requested an Executive Session on February 20, 2019 at 11:00 a.m. ATTORNEY/CLIENT SESSION PURSUANT TO 286.011(8), FLORIDA SATUTES RELATING TO FOLLOWING CASES: Subject matter: Argo Corkscrew Crossing,","Setting Executive Session 6b Village Attorney Saunders requested an Executive Session on February 20, 2019 at 11:00 a.m. ATTORNEY/CLIENT SESSION PURSUANT TO 286.011(8), FLORIDA SATUTES RELATING TO FOLLOWING CASES: Subject matter: Argo Corkscrew Crossing, . Action: No formal action recorded. Setting Executive Session 6b Village Attorney Saunders requested an Executive Session on February 20, 2019 at 11:00 a.m. ATTORNEY/CLIENT SESSION PURSUANT TO 286.011(8), FLORIDA SATUTES RELATING TO FOLLOWING CASES: Subject matter: Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, DOAH Case No. 18-3613GM; and Village of Estero v. Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, SFWMD No. 2019-015- DAO-ERP Persons Attending the Attorney/Client Session: Mayor James Boesch Vice Mayor Bill Ribble Councilmember Howard Levitan Councilmember Jon McLain Councilmember Katy Errington Councilmember Nick Batos Councilmember Jim Wilson Attorney Nancy Stroud Attorney Gary Oldehoff Attorney Derek Rooney Attorney Jeffrey Hinds Attorney Jay Bartlett Village Manager Steve Sarkozy Terri Le",,,,,null,"No formal action recorded. Setting Executive Session 6b Village Attorney Saunders requested an Executive Session on February 20, 2019 at 11:00 a.m. ATTORNEY/CLIENT SESSION PURSUANT TO 286.011(8), FLORIDA SATUTES RELATING TO FOLLOWING CASES: Subject matter: Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, DOAH Case No. 18-3613GM; and Village of Estero v. Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, SFWMD No. 2019-015- DAO-ERP Persons Attending the Attorney/Client Session: Mayor James Boesch Vice Mayor Bill Ribble Councilmember Howard Levitan Councilmember Jon McLain Councilmember Katy Errington Councilmember Nick Batos Councilmember Jim Wilson Attorney Nancy Stroud Attorney Gary Oldehoff Attorney Derek Rooney Attorney Jeffrey Hinds Attorney Jay Bartlett Village Manager Steve Sarkozy Terri Le","No formal action recorded. Setting Executive Session 6b Village Attorney Saunders requested an Executive Session on February 20, 2019 at 11:00 a.m. ATTORNEY/CLIENT SESSION PURSUANT TO 286.011(8), FLORIDA SATUTES RELATING TO FOLLOWING CASES: Subject matter: Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, DOAH Case No. 18-3613GM; and Village of Estero v. Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, SFWMD No. 2019-015- DAO-ERP Persons Attending the Attorney/Client Session: Mayor James Boesch Vice Mayor Bill Ribble Councilmember Howard Levitan Councilmember Jon McLain Councilmember Katy Errington Councilmember Nick Batos Councilmember Jim Wilson Attorney Nancy Stroud Attorney Gary Oldehoff Attorney Derek Rooney Attorney Jeffrey Hinds Attorney Jay Bartlett Village Manager Steve Sarkozy Terri Le",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 8 (Unknown): No formal action recorded. Setting Executive Session 6b Village Attorney Saunders requested an Executive Session on February 20, 2019 at 11:00 a.m. ATTORNEY/CLIENT SESSION PURSUANT TO 286.011(8), FLORIDA SATUTES RELATING TO FOLLOWING CASES: Subject matter: Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, DOAH Case No. 18-3613GM; and Village of Estero v. Argo Corkscrew Crossing, LP, Argo US, LLC, Argo Land US, LLC and Templeton Family Trust v. Village of Estero, SFWMD No. 2019-015- DAO-ERP Persons Attending the Attorney/Client Session: Mayor James Boesch Vice Mayor Bill Ribble Councilmember Howard Levitan Councilmember Jon McLain Councilmember Katy Errington Councilmember Nick Batos Councilmember Jim Wilson Attorney Nancy Stroud Attorney Gary Oldehoff Attorney Derek Rooney Attorney Jeffrey Hinds Attorney Jay Bartlett Village Manager Steve Sarkozy Terri Le Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2293,vc,agenda_item,AgendaItem,297,2293,,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,No Action,9,Unknown,unknown,meetings_records_public_input,,"Planning & Zoning Board 2018 Annual Report Community Development Director Gibbs made a few comments and introduced Scotty Wood, Chairman of the Planning and Zoning Board. Scotty Wood commented on the development activity in the Village and summarized the","Planning & Zoning Board 2018 Annual Report Community Development Director Gibbs made a few comments and introduced Scotty Wood, Chairman of the Planning and Zoning Board. Scotty Wood commented on the development activity in the Village and summarized the . Action: No formal action recorded. Planning & Zoning Board 2018 Annual Report Community Development Director Gibbs made a few comments and introduced Scotty Wood, Chairman of the Planning and Zoning Board. Scotty Wood commented on the development activity in the Village and summarized the information in the report. The Mayor conveyed appreciation for the Planning and Zoning Board",,,,,null,"No formal action recorded. Planning & Zoning Board 2018 Annual Report Community Development Director Gibbs made a few comments and introduced Scotty Wood, Chairman of the Planning and Zoning Board. Scotty Wood commented on the development activity in the Village and summarized the information in the report. The Mayor conveyed appreciation for the Planning and Zoning Board","No formal action recorded. Planning & Zoning Board 2018 Annual Report Community Development Director Gibbs made a few comments and introduced Scotty Wood, Chairman of the Planning and Zoning Board. Scotty Wood commented on the development activity in the Village and summarized the information in the report. The Mayor conveyed appreciation for the Planning and Zoning Board",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 9 (Unknown): No formal action recorded. Planning & Zoning Board 2018 Annual Report Community Development Director Gibbs made a few comments and introduced Scotty Wood, Chairman of the Planning and Zoning Board. Scotty Wood commented on the development activity in the Village and summarized the information in the report. The Mayor conveyed appreciation for the Planning and Zoning Board Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2294,vc,agenda_item,AgendaItem,297,2294,1546,Village Council,Regular Meeting,Village Council,2019-02-06,2019,9:30 am,Estero Village Hall,Approved,10,Vote,vote,transportation_mobility,Bicycle and Pedestrian Master Plan Update,Bicycle and Pedestrian Master Plan Update,Bicycle and Pedestrian Master Plan Update. Action: A motion to adjourn was made and duly passed,,,,,null,A motion to adjourn was made and duly passed,A motion to adjourn was made and duly passed,,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-06, agenda item 10 (Vote): A motion to adjourn was made and duly passed Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf",698,bicycle_and_pedestrian_master_plan_update
vc:2295,vc,agenda_item,AgendaItemLocation,298,2295,1547,Village Council,Regular Meeting,Village Council,2019-02-20,2019,9:30am,Estero Village Hall,Approved,1,Contract Approval,contract_approval,transportation_mobility,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services",CN 2018-02,,,,null,"Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services","Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services",,,,Detected,,,,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-20 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-20, agenda item 1 (Contract Approval): Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2296,vc,agenda_item,AgendaItemLocation,298,2296,1548,Village Council,Regular Meeting,Village Council,2019-02-20,2019,9:30am,Estero Village Hall,Approved,2,Contract Approval,contract_approval,transportation_mobility,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services",CN 2018-02,,,,null,"Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services","Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services",,,,Detected,,,,Trailside Drive and Poinciana Avenue,TRAILSIDE DR & POINCIANA AV,TRAILSIDE DR & POINCIANA AV,26.4437985295955,-81.8130436513598,0.93,intersection,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-20 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-20, agenda item 2 (Contract Approval): Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2297,vc,agenda_item,AgendaItem,298,2297,,Village Council,Regular Meeting,Village Council,2019-02-20,2019,9:30am,Estero Village Hall,Approved,3,Contract Approval,contract_approval,transportation_mobility,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Move to approve the Village Manager to sign the Memorandum of Agreement. Financial Impact: This represents zero financial impact to the Village (the State of Florida holds the contract with Everbridge, and therefore, any applicable costs of the agreement)",,,Everbridge,,null,"Move to approve the Village Manager to sign the Memorandum of Agreement. Financial Impact: This represents zero financial impact to the Village (the State of Florida holds the contract with Everbridge, and therefore, any applicable costs of the agreement)","Move to approve the Village Manager to sign the Memorandum of Agreement. Financial Impact: This represents zero financial impact to the Village (the State of Florida holds the contract with Everbridge, and therefore, any applicable costs of the agreement)",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-20 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-20, agenda item 3 (Contract Approval): Move to approve the Village Manager to sign the Memorandum of Agreement. Financial Impact: This represents zero financial impact to the Village (the State of Florida holds the contract with Everbridge, and therefore, any applicable costs of the agreement) Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2298,vc,agenda_item,AgendaItem,298,2298,1549,Village Council,Regular Meeting,Village Council,2019-02-20,2019,9:30am,Estero Village Hall,Unknown,4,Vote,vote,meetings_records_public_input,,Emergency Notification System: Memorandum of Agreement with Lee County Recommended,"Emergency Notification System: Memorandum of Agreement with Lee County Recommended. Action: Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes. Motion by: Councilmember Wilson Seconded by: Councilmember Batos",,,Lee County Recommended,,null,"Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes. Motion by: Councilmember Wilson Seconded by: Councilmember Batos","Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes. Motion by: Councilmember Wilson Seconded by: Councilmember Batos",,Councilmember Wilson,,Unanimous,1,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-20 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-20, agenda item 4 (Vote): Move to schedule an Attorney/Client Session on February 27, 2019 Pursuant to 286.011(8), Florida Statutes. Motion by: Councilmember Wilson Seconded by: Councilmember Batos Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf",,
vc:2299,vc,agenda_item,AgendaItem,298,2299,,Village Council,Regular Meeting,Village Council,2019-02-20,2019,9:30am,Estero Village Hall,Approved,5,Contract Approval,contract_approval,utilities_stormwater_environment,Emergency Notification System: Memorandum of Agreement with Lee County Recommended,Emergency Notification System: Memorandum of Agreement with Lee County Recommended,"Emergency Notification System: Memorandum of Agreement with Lee County Recommended. Action: Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None",EC 2018-06,,Lee County Recommended,,null,"Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None","Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None",,,,Unanimous,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-20 Council Meeting Approved Minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2019-02-20, agenda item 5 (Contract Approval): Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf",699,emergency_notification_system_memorandum_of_agreement_with_lee_county_recommended
